X,Y,00:bb:60:5c:28:30,2c:30:33:49:f1:51,a0:63:91:d9:cf:bb,ac:23:16:eb:20:d1,ac:23:16:eb:20:d2,ac:23:16:eb:20:d3,ac:23:16:eb:20:e1,ac:23:16:eb:20:e2,ac:23:16:eb:20:e3,ac:23:16:eb:36:91,ac:23:16:eb:36:92,ac:23:16:eb:36:93,ac:23:16:eb:36:a1,ac:23:16:eb:36:a2,ac:23:16:eb:36:a3,ac:23:16:eb:39:12,ac:23:16:eb:39:13,ac:23:16:eb:39:51,ac:23:16:eb:39:52,ac:23:16:eb:39:53,ac:23:16:eb:39:61,ac:23:16:eb:39:62,ac:23:16:eb:39:63,ac:23:16:eb:3a:12,ac:23:16:eb:3a:d1,ac:23:16:eb:3a:d2,ac:23:16:eb:3a:d3,ac:23:16:eb:3a:e1,ac:23:16:eb:3a:e2,ac:23:16:eb:3a:e3,ac:23:16:eb:3b:d1,ac:23:16:eb:3b:d2,ac:23:16:eb:4b:91,ac:23:16:eb:4b:92,ac:23:16:eb:4b:93,ac:23:16:eb:4b:a1,ac:23:16:eb:4b:a2,ac:23:16:eb:4b:a3,ac:23:16:eb:4b:d1,ac:23:16:eb:4b:d2,ac:23:16:eb:4f:91,ac:23:16:eb:4f:92,ac:23:16:eb:51:51,ac:23:16:eb:51:52,ac:23:16:eb:51:53,ac:23:16:eb:51:61,ac:23:16:eb:51:62,ac:23:16:eb:51:63,ac:23:16:eb:52:d1,ac:23:16:eb:52:d2,ac:23:16:eb:52:d3,ac:23:16:eb:52:e1,ac:23:16:eb:52:e2,ac:23:16:eb:52:e3,ac:23:16:ec:4b:91,ac:23:16:ec:50:d1,ac:23:16:ec:50:d2,ac:23:16:ec:50:d3,ac:23:16:ec:50:e1,ac:23:16:ec:50:e2,ac:23:16:ec:50:e3,ac:23:16:ec:5a:11,ac:23:16:ec:5a:12,ac:23:16:ec:5d:91,ac:23:16:ec:5d:92,ac:23:16:ec:5d:93,ac:23:16:ec:60:12,ac:23:16:ec:65:d3,ac:23:16:ec:65:e1,ac:23:16:ec:65:e2,ac:23:16:ec:68:51,ac:23:16:ec:68:52,ac:23:16:ec:68:53,ac:23:16:ec:68:61,ac:23:16:ec:68:62,ac:23:16:ec:68:63,ac:23:16:ec:6a:51,ac:23:16:ec:6a:52,ac:23:16:ec:6b:91,ac:23:16:ec:6b:92,ac:23:16:ec:6c:11,ac:23:16:ec:6c:12,ac:23:16:ec:6c:13,ac:23:16:ec:6c:22,ac:23:16:ec:6c:23,ac:23:16:ec:70:51,ac:23:16:ec:70:52,ac:23:16:ec:70:53,ac:23:16:ec:70:61,ac:23:16:ec:70:62,ac:23:16:ec:70:63,ac:23:16:ec:70:d1,ac:23:16:ec:71:51,ac:23:16:ec:71:52,ac:23:16:ec:71:53,ac:23:16:ec:71:61,ac:23:16:ec:71:62,ac:23:16:ec:71:63,ac:23:16:ec:7d:11,ac:23:16:ec:7d:12,ac:23:16:ec:82:91,ac:23:16:ec:82:92,ac:23:16:ec:82:93,ac:23:16:ec:82:a1,ac:23:16:ec:82:a2,ac:23:16:ec:82:a3,ac:23:16:ec:82:d1,ac:23:16:ec:82:d2,ac:23:16:ec:82:d3,ac:23:16:ec:82:e1,ac:23:16:ec:82:e2,dc:71:96:91:24:a4,ac:23:16:eb:39:11,ac:23:16:eb:39:21,ac:23:16:eb:39:22,ac:23:16:eb:39:23,ac:23:16:eb:3b:d3,ac:23:16:eb:3d:62,ac:23:16:eb:3d:63,ac:23:16:eb:44:52,ac:23:16:eb:44:61,ac:23:16:eb:44:62,ac:23:16:eb:45:11,ac:23:16:eb:45:12,ac:23:16:eb:45:22,ac:23:16:eb:46:a2,ac:23:16:eb:48:11,ac:23:16:eb:4b:d3,ac:23:16:eb:4d:91,ac:23:16:eb:4d:92,ac:23:16:eb:4d:93,ac:23:16:eb:4f:93,ac:23:16:ec:53:91,ac:23:16:ec:53:92,ac:23:16:ec:53:93,ac:23:16:ec:53:a1,ac:23:16:ec:53:a2,ac:23:16:ec:5a:13,ac:23:16:ec:5a:21,ac:23:16:ec:5a:22,ac:23:16:ec:5d:a1,ac:23:16:ec:5d:a2,ac:23:16:ec:60:11,ac:23:16:ec:60:13,ac:23:16:ec:60:21,ac:23:16:ec:60:22,ac:23:16:ec:6a:53,ac:23:16:ec:6d:11,ac:23:16:ec:6d:12,ac:23:16:ec:6d:13,ac:23:16:ec:6d:21,ac:23:16:ec:6d:22,ac:23:16:ec:80:51,ac:23:16:ec:80:52,ac:23:16:ec:80:53,ac:23:16:ec:83:91,ac:23:16:ec:83:92,ac:23:16:ec:83:93,dc:44:6d:95:54:77,ac:23:16:eb:44:51,ac:23:16:eb:45:13,ac:23:16:eb:45:21,ac:23:16:eb:48:12,ac:23:16:eb:48:13,ac:23:16:eb:48:21,ac:23:16:eb:48:22,ac:23:16:eb:48:51,ac:23:16:eb:48:52,ac:23:16:eb:48:53,ac:23:16:eb:48:61,ac:23:16:eb:48:62,ac:23:16:eb:48:63,ac:23:16:eb:4d:a2,ac:23:16:ec:53:a3,ac:23:16:ec:5d:d1,ac:23:16:ec:5d:d2,ac:23:16:ec:5d:d3,ac:23:16:ec:5d:e2,ac:23:16:ec:60:23,ac:23:16:ec:6a:61,ac:23:16:ec:6a:62,ac:23:16:ec:6d:23,ac:23:16:ec:6f:11,ac:23:16:ec:6f:12,ac:23:16:ec:6f:22,ac:23:16:ec:7d:13,ac:23:16:ec:7d:21,ac:23:16:ec:7d:22,ac:23:16:ec:7d:23,ac:23:16:ec:7d:91,ac:23:16:ec:7d:92,ac:23:16:ec:7d:93,ac:23:16:ec:7d:a1,ac:23:16:ec:7d:a2,ac:23:16:ec:83:a1,ac:23:16:ec:83:a2,ac:23:16:ec:83:a3,ac:23:16:eb:3d:52,ac:23:16:eb:3d:61,ac:23:16:eb:46:92,ac:23:16:eb:46:a1,ac:23:16:ec:65:d1,ac:23:16:ec:65:d2,ac:23:16:eb:3a:11,ac:23:16:ec:4b:92,ac:23:16:ec:6c:21,ac:23:16:ec:70:d2,6c:3b:6b:f5:1c:7b,ac:23:16:eb:44:53,ac:23:16:ec:5d:d4,ac:23:16:ec:6a:63,ac:23:16:ec:6f:13,ac:23:16:ec:78:52,a0:63:91:d9:cf:ba,ac:23:16:ec:65:e3,ac:23:16:eb:3b:e2,ac:23:16:eb:4b:e1,ac:23:16:eb:4d:a1,ac:23:16:ec:70:d3,ac:23:16:eb:3d:51,ac:23:16:eb:3b:e1,ac:23:16:eb:4b:e2,ac:23:16:ec:5d:a3,ac:23:16:ec:6f:14,ac:23:16:eb:46:91,ac:23:16:eb:46:93,ac:23:16:eb:44:63
-41.61458925,43.43755728,-83,-100,-100,-79,-79,-79,-79,-79,-100,-70,-70,-71,-79,-79,-79,-79,-79,-47,-51,-51,-56,-56,-56,-100,-63,-63,-64,-75,-100,-100,-69,-69,-63,-63,-64,-100,-100,-100,-100,-100,-79,-79,-75,-74,-100,-79,-79,-100,-70,-70,-70,-100,-78,-100,-100,-79,-79,-74,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-74,-79,-79,-100,-100,-67,-67,-67,-78,-78,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-77,-100,-100,-100,-63,-79,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100
-40.94295868,43.82921311,-74,-100,-100,-79,-79,-79,-79,-79,-100,-70,-69,-71,-79,-79,-79,-79,-79,-47,-46,-47,-66,-66,-66,-100,-65,-65,-65,-75,-100,-100,-69,-79,-62,-62,-63,-100,-100,-100,-100,-100,-79,-79,-75,-74,-100,-79,-79,-100,-72,-71,-70,-100,-79,-100,-100,-79,-79,-79,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-76,-79,-79,-100,-100,-67,-79,-79,-79,-78,-100,-100,-100,-100,-79,-100,-100,-100,-100,-72,-73,-100,-100,-100,-65,-79,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100
-40.25813748,44.09138627,-74,-100,-100,-79,-79,-79,-79,-79,-100,-70,-69,-71,-79,-79,-79,-79,-79,-47,-46,-47,-66,-66,-66,-100,-65,-65,-65,-75,-100,-100,-69,-79,-62,-62,-63,-100,-100,-100,-100,-100,-79,-79,-75,-74,-100,-79,-79,-100,-72,-71,-70,-100,-79,-100,-100,-79,-79,-79,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-76,-79,-79,-100,-100,-67,-79,-79,-79,-78,-100,-100,-100,-100,-79,-100,-100,-100,-100,-72,-73,-100,-100,-100,-65,-79,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100
-39.65412646,44.57009301,-80,-100,-100,-79,-79,-79,-79,-79,-100,-72,-69,-71,-79,-79,-79,-79,-79,-48,-48,-50,-65,-65,-65,-100,-68,-68,-69,-70,-100,-100,-70,-70,-64,-64,-65,-100,-100,-100,-100,-100,-79,-79,-75,-74,-100,-74,-74,-100,-74,-74,-74,-100,-73,-100,-100,-79,-79,-79,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-79,-79,-100,-100,-69,-69,-69,-79,-79,-100,-100,-100,-100,-79,-100,-100,-100,-100,-75,-76,-100,-100,-79,-72,-79,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-38.98977966,44.2435362,-80,-100,-100,-79,-79,-79,-79,-79,-100,-72,-69,-71,-79,-79,-79,-79,-79,-48,-48,-50,-65,-65,-65,-100,-68,-68,-69,-70,-100,-100,-70,-70,-64,-64,-65,-100,-100,-100,-100,-100,-79,-79,-75,-74,-100,-74,-74,-100,-74,-74,-74,-100,-73,-100,-100,-79,-79,-79,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-79,-79,-100,-100,-69,-69,-69,-79,-79,-100,-100,-100,-100,-79,-100,-100,-100,-100,-75,-76,-100,-100,-79,-72,-79,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-38.29653636,43.98409676,-76,-100,-100,-79,-79,-79,-100,-100,-100,-77,-69,-71,-79,-79,-79,-79,-79,-58,-58,-59,-60,-60,-60,-100,-59,-60,-60,-70,-70,-100,-77,-77,-64,-65,-65,-100,-76,-100,-100,-100,-79,-79,-75,-71,-100,-79,-79,-100,-79,-79,-79,-100,-79,-100,-100,-79,-79,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-79,-79,-100,-100,-76,-76,-75,-79,-79,-100,-100,-100,-75,-76,-100,-100,-100,-100,-75,-74,-100,-100,-79,-74,-79,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-37.68839035,44.49907114,-76,-100,-100,-79,-79,-79,-100,-100,-100,-77,-69,-71,-79,-79,-79,-79,-79,-58,-58,-59,-60,-60,-60,-100,-59,-60,-60,-70,-70,-100,-77,-77,-64,-65,-65,-100,-76,-100,-100,-100,-79,-79,-75,-71,-100,-79,-79,-100,-79,-79,-79,-100,-79,-100,-100,-79,-79,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-79,-79,-100,-100,-76,-76,-75,-79,-79,-100,-100,-100,-75,-76,-100,-100,-100,-100,-75,-74,-100,-100,-79,-74,-79,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-36.93428899,44.78641444,-76,-100,-100,-79,-79,-79,-100,-100,-100,-79,-100,-100,-79,-79,-100,-79,-79,-45,-58,-59,-64,-64,-64,-100,-56,-57,-57,-68,-68,-68,-72,-73,-67,-67,-68,-79,-79,-100,-100,-100,-79,-79,-100,-78,-100,-79,-79,-100,-76,-76,-76,-79,-79,-100,-100,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-79,-79,-100,-100,-73,-73,-73,-79,-79,-100,-100,-100,-77,-76,-100,-100,-100,-100,-74,-73,-74,-79,-79,-74,-79,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100
-36.10958587,45.02355014,-76,-100,-100,-79,-79,-79,-100,-100,-100,-79,-100,-100,-79,-79,-100,-79,-79,-45,-58,-59,-64,-64,-64,-100,-56,-57,-57,-68,-68,-68,-72,-73,-67,-67,-68,-79,-79,-100,-100,-100,-79,-79,-100,-78,-100,-79,-79,-100,-76,-76,-76,-79,-79,-100,-100,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-79,-79,-100,-100,-73,-73,-73,-79,-79,-100,-100,-100,-77,-76,-100,-100,-100,-100,-74,-73,-74,-79,-79,-74,-79,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100
-35.52976809,45.71940904,-83,-100,-100,-79,-79,-79,-100,-100,-100,-79,-100,-100,-79,-79,-100,-79,-79,-52,-53,-53,-69,-69,-69,-100,-56,-55,-55,-64,-64,-64,-79,-79,-69,-69,-70,-78,-78,-100,-100,-100,-79,-79,-100,-78,-100,-79,-79,-100,-73,-73,-76,-79,-79,-100,-100,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-77,-79,-79,-100,-100,-74,-74,-74,-79,-79,-100,-100,-100,-73,-73,-100,-100,-100,-100,-79,-79,-79,-79,-79,-74,-79,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100
-34.74422792,45.5632397,-83,-100,-100,-79,-79,-79,-100,-100,-100,-79,-100,-100,-79,-79,-100,-79,-79,-52,-53,-53,-69,-69,-69,-100,-56,-55,-55,-64,-64,-64,-79,-79,-69,-69,-70,-78,-78,-100,-100,-100,-79,-79,-100,-78,-100,-79,-79,-100,-73,-73,-76,-79,-79,-100,-100,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-77,-79,-79,-100,-100,-74,-74,-74,-79,-79,-100,-100,-100,-73,-73,-100,-100,-100,-100,-79,-79,-79,-79,-79,-74,-79,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100
-34.14228015,44.99410478,-83,-100,-100,-79,-79,-100,-100,-100,-100,-79,-100,-100,-79,-79,-100,-79,-79,-57,-57,-57,-68,-68,-68,-100,-55,-55,-56,-67,-67,-67,-79,-78,-71,-72,-72,-79,-79,-78,-100,-100,-79,-79,-100,-78,-100,-79,-79,-79,-73,-79,-79,-79,-79,-100,-100,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-100,-100,-100,-100,-79,-79,-79,-79,-79,-79,-100,-100,-68,-68,-100,-100,-100,-100,-79,-79,-79,-79,-79,-78,-79,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100
-33.37847272,45.3326202,-83,-100,-100,-79,-79,-100,-100,-100,-100,-79,-100,-100,-79,-79,-100,-79,-79,-57,-57,-57,-68,-68,-68,-100,-55,-55,-56,-67,-67,-67,-79,-78,-71,-72,-72,-79,-79,-78,-100,-100,-79,-79,-100,-78,-100,-79,-79,-79,-73,-79,-79,-79,-79,-100,-100,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-100,-100,-100,-100,-79,-79,-79,-79,-79,-79,-100,-100,-68,-68,-100,-100,-100,-100,-79,-79,-79,-79,-79,-78,-79,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100
-32.80682213,45.96540882,-82,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-79,-100,-57,-57,-58,-72,-72,-72,-100,-56,-56,-57,-63,-63,-63,-79,-79,-73,-73,-74,-79,-79,-79,-100,-100,-79,-79,-100,-100,-75,-79,-79,-79,-79,-79,-79,-79,-79,-100,-100,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-79,-79,-79,-100,-100,-100,-100,-79,-79,-79,-79,-79,-79,-100,-100,-71,-71,-72,-100,-100,-100,-79,-79,-79,-79,-79,-73,-79,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100
-32.3061999,46.70137615,-82,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-79,-100,-57,-57,-58,-72,-72,-72,-100,-56,-56,-57,-63,-63,-63,-79,-79,-73,-73,-74,-79,-79,-79,-100,-100,-79,-79,-100,-100,-75,-79,-79,-79,-79,-79,-79,-79,-79,-100,-100,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-79,-79,-79,-100,-100,-100,-100,-79,-79,-79,-79,-79,-79,-100,-100,-71,-71,-72,-100,-100,-100,-79,-79,-79,-79,-79,-73,-79,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100
